Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Date Valued
Wekeza Maisha Fund,1178463927,2758239.93,427.2521,427.2521,418.7071,1/8/2020
Wekeza Maisha Fund,1178074828,2758049.22,427.1406,427.1406,418.5978,1/7/2020
Wekeza Maisha Fund,1178398779,2759528.91,427.029,427.029,418.4884,1/6/2020
Wekeza Maisha Fund,1178072873,2759486.74,426.9174,426.9174,418.379,1/5/2020
Wekeza Maisha Fund,1178302675,2761936.03,426.622,426.622,418.0896,1/2/2020
Wekeza Maisha Fund,1176329022,2758027.09,426.511,426.511,417.9808,1/1/2020
Wekeza Maisha Fund,1175287919,2757049.64,426.2846,426.2846,417.7589,12/30/2019
Wekeza Maisha Fund,1174475088,2755876.4,426.1712,426.1712,417.6478,12/29/2019
Wekeza Maisha Fund,1173536485,2755876.4,425.8306,425.8306,417.314,12/26/2019
Wekeza Maisha Fund,1171857887,2754269.11,425.4696,425.4696,416.9602,12/23/2019
Wekeza Maisha Fund,1171152920,2754269.11,425.3562,425.3562,416.8491,12/22/2019
Wekeza Maisha Fund,1170308259,2753563.25,425.0159,425.0159,416.5156,12/19/2019
Wekeza Maisha Fund,1169995788,2753563.25,424.9025,424.9025,416.4044,12/18/2019
Wekeza Maisha Fund,1169213296,2752456.59,424.789,424.789,416.2932,12/17/2019
Wekeza Maisha Fund,1165506371,2744462.2,424.6757,424.6757,416.1822,12/16/2019
Wekeza Maisha Fund,1165127593,2744305.34,424.5619,424.5619,416.0707,12/15/2019
Wekeza Maisha Fund,1163970886,2743786.74,424.2206,424.2206,415.7362,12/12/2019
Wekeza Maisha Fund,1163658602,2743786.74,424.1068,424.1068,415.6247,12/11/2019
Wekeza Maisha Fund,1163106882,2743222.22,423.993,423.993,415.5131,12/10/2019
Wekeza Maisha Fund,1162694539,2742986.3,423.8791,423.8791,415.4015,12/9/2019
Wekeza Maisha Fund,1161435195,2742965.05,423.4233,423.4233,414.9548,12/5/2019
Wekeza Maisha Fund,1161113055,2742942.6,423.3093,423.3093,414.8431,12/4/2019
Wekeza Maisha Fund,1160800393,2742942.6,423.1953,423.1953,414.7314,12/3/2019
Wekeza Maisha Fund,1160487710,2742942.6,423.0813,423.0813,414.6197,12/2/2019
Wekeza Maisha Fund,1159516435,2741385.32,422.9673,422.9673,414.508,12/1/2019
Wekeza Maisha Fund,1158378351,2740911.96,422.6252,422.6252,414.1727,11/28/2019
Wekeza Maisha Fund,1157539425,2739666.22,422.5111,422.5111,414.0609,11/27/2019
Wekeza Maisha Fund,1157201735,2739607,422.397,422.397,413.949,11/26/2019
Wekeza Maisha Fund,1156217499,2738489.73,422.2099,422.2099,413.7657,11/25/2019
Wekeza Maisha Fund,1155306489,2737064.23,422.097,422.097,413.655,11/24/2019
Wekeza Maisha Fund,1154530727,2737064.23,421.8135,421.8135,413.3773,11/21/2019
Wekeza Maisha Fund,1154348740,2736632.3,421.5946,421.5946,413.1627,11/20/2019
Wekeza Maisha Fund,1152899309,2736217.3,421.3479,421.3479,412.9209,11/19/2019
Wekeza Maisha Fund,1152313563,2736195.93,421.1371,421.1371,412.7143,11/18/2019
Wekeza Maisha Fund,1151637247,2736195.93,420.8899,420.8899,412.4721,11/17/2019
Wekeza Maisha Fund,1150717060,2736195.93,420.5536,420.5536,412.1425,11/14/2019
Wekeza Maisha Fund,1150040634,2736195.93,420.3064,420.3064,411.9003,11/13/2019
Wekeza Maisha Fund,1155871753,2751701.65,420.0571,420.0571,411.6559,11/12/2019
Wekeza Maisha Fund,1155445605,2751415.82,419.9458,419.9458,411.5469,11/11/2019
Wekeza Maisha Fund,1154938224,2750937.06,419.8345,419.8345,411.4378,11/10/2019
Wekeza Maisha Fund,1154775853,2752259.55,419.5737,419.5737,411.1823,11/7/2019
Wekeza Maisha Fund,1154204225,2751627.23,419.4624,419.4624,411.0732,11/6/2019
Wekeza Maisha Fund,1153671439,2751087.49,419.3511,419.3511,410.964,11/5/2019
Wekeza Maisha Fund,1153279956,2750884.69,419.2397,419.2397,410.8549,11/4/2019
Wekeza Maisha Fund,1151887797,2748295.55,419.1281,419.1281,410.7455,11/3/2019
Wekeza Maisha Fund,1150550050,2747300.28,418.793,418.793,410.4171,10/31/2019
Wekeza Maisha Fund,1149925230,2746543.8,418.6808,418.6808,410.3072,10/30/2019
Wekeza Maisha Fund,1153655663,2756205.33,418.5667,418.5667,410.1953,10/29/2019
Wekeza Maisha Fund,1153319125,2756134.34,418.4553,418.4553,410.0862,10/28/2019
Wekeza Maisha Fund,1152558554,2755050.39,418.3439,418.3439,409.977,10/27/2019
Wekeza Maisha Fund,1151219140,2754053.01,418.0091,418.0091,409.6489,10/24/2019
Wekeza Maisha Fund,1150661651,2753457.24,417.897,417.897,409.5391,10/23/2019
Wekeza Maisha Fund,1150187096,2753057.41,417.7854,417.7854,409.4297,10/22/2019
Wekeza Maisha Fund,1151895507,2757885.86,417.6734,417.6734,409.3199,10/21/2019
Wekeza Maisha Fund,1151488103,2757646.37,417.5619,417.5619,409.2107,10/20/2019
Wekeza Maisha Fund,1150550842,2757610.41,417.2275,417.2275,408.8829,10/17/2019
Wekeza Maisha Fund,1149743379,2756411.7,417.116,417.116,408.7737,10/16/2019
Wekeza Maisha Fund,1149437004,2756411.7,417.0048,417.0048,408.6647,10/15/2019
Wekeza Maisha Fund,1149080609,2756291.77,416.8937,416.8937,408.5558,10/14/2019
Wekeza Maisha Fund,1147430637,2755266.88,416.4499,416.4499,408.1209,10/10/2019
Wekeza Maisha Fund,1147415967,2755968.23,416.3386,416.3386,408.0118,10/9/2019
Wekeza Maisha Fund,1147482699,2756864.51,416.2275,416.2275,407.9029,10/8/2019
Wekeza Maisha Fund,1146609895,2755501.54,416.1166,416.1166,407.7943,10/7/2019
Wekeza Maisha Fund,1145773919,2754227.52,416.0055,416.0055,407.6854,10/6/2019
Wekeza Maisha Fund,1144605066,2753425.09,415.7023,415.7023,407.3882,10/3/2019
Wekeza Maisha Fund,1143486789,2751493.59,415.5877,415.5877,407.2759,10/2/2019
Wekeza Maisha Fund,1143017318,2751132.35,415.4716,415.4716,407.1622,10/1/2019
Wekeza Maisha Fund,1161381992,2796107.17,415.3568,415.3568,407.0496,9/30/2019
Wekeza Maisha Fund,1160632666,2795152.53,415.2305,415.2305,406.9259,9/29/2019
Wekeza Maisha Fund,1159360093,2794381.23,414.8897,414.8897,406.5919,9/26/2019
Wekeza Maisha Fund,1159042585,2794381.23,414.7761,414.7761,406.4806,9/25/2019
Wekeza Maisha Fund,1176306869,2836858.61,414.6512,414.6512,406.3582,9/24/2019
Wekeza Maisha Fund,1176004001,2836822.42,414.5497,414.5497,406.2587,9/23/2019
Wekeza Maisha Fund,1175447426,2836243.29,414.4382,414.4382,406.1494,9/22/2019
Wekeza Maisha Fund,1174454452,2836560.78,414.0417,414.0417,405.7609,9/19/2019
Wekeza Maisha Fund,1173032925,2834083.47,413.902,413.902,405.624,9/18/2019
Wekeza Maisha Fund,1173701227,2836693.92,413.7567,413.7567,405.4816,9/17/2019
Wekeza Maisha Fund,1161359847,2836254.33,409.4696,409.4696,401.2802,9/16/2019
Wekeza Maisha Fund,1160962622,2836254.33,409.3295,409.3295,401.1429,9/15/2019
Wekeza Maisha Fund,1159170271,2834787.01,408.9091,408.9091,400.7309,9/12/2019
Wekeza Maisha Fund,1158772735,2834787.01,408.7689,408.7689,400.5935,9/11/2019
Wekeza Maisha Fund,1158108173,2834133.38,408.6287,408.6287,400.4561,9/10/2019
Wekeza Maisha Fund,1159505873,2838531.63,408.4879,408.4879,400.3182,9/9/2019
Wekeza Maisha Fund,1159108005,2838531.63,408.3477,408.3477,400.1808,9/8/2019
Wekeza Maisha Fund,1157914237,2838531.63,407.9272,407.9272,399.7686,9/5/2019
Wekeza Maisha Fund,1157446053,2838163.82,407.8151,407.8151,399.6588,9/4/2019
Wekeza Maisha Fund,1157723612,2839627.13,407.7027,407.7027,399.5486,9/3/2019
Wekeza Maisha Fund,1156937915,2838676.19,407.5625,407.5625,399.4112,9/2/2019
Wekeza Maisha Fund,1156288995,2838060.93,407.4222,407.4222,399.2737,9/1/2019
Wekeza Maisha Fund,1155149904,2837802.97,407.0578,407.0578,398.9167,8/29/2019
Wekeza Maisha Fund,1154642559,2837336,406.946,406.946,398.8071,8/28/2019
Wekeza Maisha Fund,1154245179,2837336,406.806,406.806,398.6698,8/27/2019
Wekeza Maisha Fund,1153877950,2837213.06,406.6941,406.6941,398.5603,8/26/2019
Wekeza Maisha Fund,1152852215,2835666.2,406.5543,406.5543,398.4232,8/25/2019
Wekeza Maisha Fund,1151738782,2835666.2,406.1616,406.1616,398.0384,8/22/2019
Wekeza Maisha Fund,1145408895,2835418.58,403.9647,403.9647,395.8854,8/20/2019
Wekeza Maisha Fund,1145081549,2835393.81,403.8527,403.8527,395.7757,8/19/2019
Wekeza Maisha Fund,1143682080,2832916.8,403.7118,403.7118,395.6376,8/18/2019
Wekeza Maisha Fund,1142623876,2832668.89,403.3736,403.3736,395.3061,8/15/2019
Wekeza Maisha Fund,1142304429,2832668.89,403.2608,403.2608,395.1956,8/14/2019
Wekeza Maisha Fund,1153858958,2862321.69,403.1199,403.1199,395.0575,8/13/2019
Wekeza Maisha Fund,1153460698,2862321.69,402.9808,402.9808,394.9212,8/12/2019
Wekeza Maisha Fund,1151935364,2861695.66,402.5359,402.5359,394.4852,8/8/2019
Wekeza Maisha Fund,1151014528,2861185.58,402.2859,402.2859,394.2402,8/6/2019
Wekeza Maisha Fund,1150680861,2861148.29,402.1745,402.1745,394.131,8/5/2019
Wekeza Maisha Fund,1149362127,2858661.11,402.0631,402.0631,394.0218,8/4/2019
Wekeza Maisha Fund,1147716786,2856943.54,401.7289,401.7289,393.6943,8/2/2019
Wekeza Maisha Fund,1146981579,2855905.69,401.6175,401.6175,393.5851,8/1/2019
Wekeza Maisha Fund,1146663023,2855905.69,401.5059,401.5059,393.4758,7/31/2019
Wekeza Maisha Fund,1146557509,2856436.61,401.3943,401.3943,393.3665,7/30/2019
Wekeza Maisha Fund,1146238942,2856436.61,401.2828,401.2828,393.2572,7/29/2019
Wekeza Maisha Fund,1144565543,2854647.03,400.9482,400.9482,392.9292,7/26/2019
Wekeza Maisha Fund,1144246840,2854647.03,400.8365,400.8365,392.8198,7/25/2019
Wekeza Maisha Fund,1144328280,2855647.03,400.7247,400.7247,392.7102,7/24/2019
Wekeza Maisha Fund,1142894753,2852863.72,400.6132,400.6132,392.6009,7/23/2019
Wekeza Maisha Fund,1142490622,2852651.31,400.5013,400.5013,392.4913,7/22/2019
Wekeza Maisha Fund,1141233040,2851901.62,400.1656,400.1656,392.1623,7/19/2019
Wekeza Maisha Fund,1140316255,2850401.83,400.0546,400.0546,392.0535,7/18/2019
Wekeza Maisha Fund,1143864920,2860073.46,399.9425,399.9425,391.9436,7/17/2019
Wekeza Maisha Fund,1143349390,2859572.69,399.8323,399.8323,391.8356,7/16/2019
Wekeza Maisha Fund,1143005086,2859510.14,399.7206,399.7206,391.7262,7/15/2019
Wekeza Maisha Fund,1142036978,2859485.09,399.3855,399.3855,391.3978,7/12/2019
Wekeza Maisha Fund,1141717912,2859485.09,399.274,399.274,391.2885,7/11/2019
Wekeza Maisha Fund,1161140308,2908979.58,398.6024,398.6024,390.6304,7/10/2019
Wekeza Maisha Fund,1160555587,2908309.59,398.6024,398.6024,390.6304,7/9/2019
Wekeza Maisha Fund,1158912776,2908083.56,398.5143,398.5143,390.544,7/8/2019
Wekeza Maisha Fund,1160617390,2914846.83,398.1744,398.1744,390.2109,7/5/2019
Wekeza Maisha Fund,1160159005,2914796.59,398.024,398.024,390.0635,7/4/2019
Wekeza Maisha Fund,1188251017,2986273.44,397.9043,397.9043,389.9462,7/3/2019
Wekeza Maisha Fund,1187980167,2986273.44,397.8136,397.8136,389.8573,7/2/2019
Wekeza Maisha Fund,1195509541,3006056.13,397.7003,397.7003,389.7463,7/1/2019
Wekeza Maisha Fund,1194502718,3006005.78,397.3721,397.3721,389.4246,6/28/2019
Wekeza Maisha Fund,1194154021,3005955.44,397.2627,397.2627,389.3175,6/27/2019
Wekeza Maisha Fund,1197210800,3014479.55,397.1534,397.1534,389.2103,6/26/2019
Wekeza Maisha Fund,1196867283,3014441.77,397.0444,397.0444,389.1035,6/25/2019
Wekeza Maisha Fund,1196688265,3014441.77,396.985,396.985,389.0453,6/24/2019
Wekeza Maisha Fund,1195659648,3014335.86,396.6577,396.6577,388.7246,6/21/2019
Wekeza Maisha Fund,1195145730,3013869.26,396.5486,396.5486,388.6177,6/20/2019
Wekeza Maisha Fund,1194816776,3013869.26,396.4395,396.4395,388.5107,6/19/2019
Wekeza Maisha Fund,1194071100,3012817.58,396.3304,396.3304,388.4038,6/18/2019
Wekeza Maisha Fund,1193740717,3012817.58,396.2207,396.2207,388.2963,6/17/2019
Wekeza Maisha Fund,1192749117,3012817.58,395.8916,395.8916,387.9738,6/14/2019
Wekeza Maisha Fund,1191468059,3012792.28,395.4697,395.4697,387.5603,6/13/2019
Wekeza Maisha Fund,1191037648,3012539.28,395.36,395.36,387.4528,6/12/2019
Wekeza Maisha Fund,1191179191,3013736.83,395.2499,395.2499,387.3449,6/11/2019
Wekeza Maisha Fund,1190743422,3013470.83,395.1402,395.1402,387.2374,6/10/2019
Wekeza Maisha Fund,1189452351,3012713.5,394.811,394.811,386.9148,6/7/2019
Wekeza Maisha Fund,1190810936,3018679.87,394.4807,394.4807,386.5911,6/4/2019
Wekeza Maisha Fund,1190252939,3018100.26,394.3716,394.3716,386.4841,6/3/2019
Wekeza Maisha Fund,1188558923,3016323.38,394.0423,394.0423,386.1614,5/31/2019
Wekeza Maisha Fund,1188142340,3016084.76,393.9353,393.9353,386.0566,5/30/2019
Wekeza Maisha Fund,1187815284,3015945.1,393.8451,393.8451,385.9682,5/29/2019
Wekeza Maisha Fund,1190828342,3024449.78,393.7339,393.7339,385.8592,5/28/2019
Wekeza Maisha Fund,1190706396,3024377.39,393.703,393.703,385.8289,5/27/2019
Wekeza Maisha Fund,1189410440,3023593.55,393.3764,393.3764,385.5089,5/24/2019
Wekeza Maisha Fund,1188981182,3023339.27,393.2675,393.2675,385.4022,5/23/2019
Wekeza Maisha Fund,1188911553,3024385.69,393.1084,393.1084,385.2463,5/22/2019
Wekeza Maisha Fund,1188602374,3024385.69,393.0062,393.0062,385.1461,5/21/2019
Wekeza Maisha Fund,1188293201,3024385.69,392.904,392.904,385.0459,5/20/2019
Wekeza Maisha Fund,1187340435,3024321.94,392.5972,392.5972,384.7453,5/17/2019
Wekeza Maisha Fund,1185731991,3021009.07,392.4953,392.4953,384.6454,5/16/2019
Wekeza Maisha Fund,1185381767,3020902.85,392.3932,392.3932,384.5453,5/15/2019
Wekeza Maisha Fund,1183073536,3015804.59,392.2912,392.2912,384.4454,5/14/2019
Wekeza Maisha Fund,1182828728,3015779.1,392.2133,392.2133,384.3691,5/13/2019
Wekeza Maisha Fund,1181728816,3015831,391.8419,391.8419,384.005,5/10/2019
Wekeza Maisha Fund,1180924774,3014553.77,391.7412,391.7412,383.9063,5/9/2019
Wekeza Maisha Fund,1179853781,3013871.56,391.4745,391.4745,383.645,5/8/2019
Wekeza Maisha Fund,1179379604,3013437.19,391.3735,391.3735,383.5461,5/7/2019
Wekeza Maisha Fund,1178445379,3013104.8,391.1067,391.1067,383.2845,5/6/2019
Wekeza Maisha Fund,1176815797,3012549.72,390.6378,390.6378,382.825,5/3/2019
Wekeza Maisha Fund,1176582043,3012730.51,390.5368,390.5368,382.726,5/2/2019
Wekeza Maisha Fund,1175837793,3012397.44,390.3329,390.3329,382.5262,4/30/2019
Wekeza Maisha Fund,1175493877,3012303.47,390.2309,390.2309,382.4263,4/29/2019
Wekeza Maisha Fund,1174279079,3012335.55,389.8235,389.8235,382.027,4/25/2019
Wekeza Maisha Fund,1190260987,3054144.47,389.7199,389.7199,381.9255,4/24/2019
Wekeza Maisha Fund,1189886851,3053969.02,389.6198,389.6198,381.8274,4/23/2019
Wekeza Maisha Fund,1187658183,3052162.02,389.1203,389.1203,381.3379,4/18/2019
Wekeza Maisha Fund,1182386648,3053288.39,387.2502,387.2502,379.5052,4/17/2019
Wekeza Maisha Fund,1181947141,3052945.05,387.1498,387.1498,379.4068,4/16/2019
Wekeza Maisha Fund,1187040621,3052945.05,388.8182,388.8182,381.0418,4/15/2019
Wekeza Maisha Fund,1185954803,3052481.52,388.5215,388.5215,380.7511,4/12/2019
Wekeza Maisha Fund,1185652784,3052481.52,388.4226,388.4226,380.6541,4/11/2019
Wekeza Maisha Fund,1185461945,3052768.49,388.3236,388.3236,380.5571,4/10/2019
Wekeza Maisha Fund,1184883043,3052054.34,388.2248,388.2248,380.4603,4/9/2019
Wekeza Maisha Fund,1184561035,3052002.81,388.1258,388.1258,380.3633,4/8/2019
Wekeza Maisha Fund,1183529863,3051680.34,387.8289,387.8289,380.0723,4/5/2019
Wekeza Maisha Fund,1183227762,3051680.34,387.7299,387.7299,379.9753,4/4/2019
Wekeza Maisha Fund,1183400682,3052908.32,387.6306,387.6306,379.878,4/3/2019
Wekeza Maisha Fund,1182478679,3051308.13,387.5317,387.5317,379.7811,4/2/2019
Wekeza Maisha Fund,1182170133,3050959.65,387.4748,387.4748,379.7254,4/1/2019
Wekeza Maisha Fund,1182170133,3050959.65,387.4748,387.4748,379.7254,4/1/2019
Wekeza Maisha Fund,1181115058,3050907.99,387.1356,387.1356,379.3929,3/29/2019
Wekeza Maisha Fund,1180796195,3050864.89,387.0365,387.0365,379.2958,3/28/2019
Wekeza Maisha Fund,1181210477,3052717.58,386.9374,386.9374,379.1986,3/27/2019
Wekeza Maisha Fund,1178473770,3046422.9,386.8385,386.8385,379.1018,3/26/2019
Wekeza Maisha Fund,1178171894,3046422.9,386.7394,386.7394,379.0047,3/25/2019
Wekeza Maisha Fund,1177175644,3046189.88,386.442,386.442,378.7131,3/22/2019
Wekeza Maisha Fund,1176873558,3046189.88,386.3428,386.3428,378.616,3/21/2019
Wekeza Maisha Fund,1177168038,3047735,386.2436,386.2436,378.5187,3/20/2019
Wekeza Maisha Fund,1176865952,3047735,386.1444,386.1444,378.4216,3/19/2019
Wekeza Maisha Fund,1176438844,3047410.87,386.0454,386.0454,378.3245,3/18/2019
Wekeza Maisha Fund,1175531026,3047410.87,385.7475,385.7475,378.0325,3/15/2019
Wekeza Maisha Fund,1174513378,3045556.71,385.6482,385.6482,377.9352,3/14/2019
Wekeza Maisha Fund,1174210661,3045556.71,385.5488,385.5488,377.8378,3/13/2019
Wekeza Maisha Fund,1173090825,3043459.58,385.4465,385.4465,377.7376,3/12/2019
Wekeza Maisha Fund,1170890883,3043199.67,384.7565,384.7565,377.0614,3/11/2019
Wekeza Maisha Fund,1169953042,3043199.67,384.4483,384.4483,376.7594,3/8/2019
Wekeza Maisha Fund,1169530332,3042913.31,384.3456,384.3456,376.6587,3/7/2019
Wekeza Maisha Fund,1169249488,3042996.71,384.2428,384.2428,376.5579,3/6/2019
Wekeza Maisha Fund,1183421177,3080773.4,384.1312,384.1312,376.4486,3/5/2019
Wekeza Maisha Fund,2.16288E+11,381035472.1,567.6313,567.6313,561.955,3/5/2019
Wekeza Maisha Fund,1182989262,3080460.65,384.03,384.03,376.3494,3/4/2019
Wekeza Maisha Fund,1182008870,3080356.4,383.7247,383.7247,376.0502,3/1/2019
Wekeza Maisha Fund,1181659789,3080268.16,383.6224,383.6224,375.9499,2/28/2019
Wekeza Maisha Fund,1181146287,3079744.38,383.5209,383.5209,375.8505,2/27/2019
Wekeza Maisha Fund,1190314600,3104479.7,383.4184,383.4184,375.75,2/26/2019
Wekeza Maisha Fund,1189541795,3103279.65,383.3176,383.3176,375.6513,2/25/2019
Wekeza Maisha Fund,1188603157,3103279.65,383.0152,383.0152,375.3549,2/22/2019
Wekeza Maisha Fund,1188290235,3103279.65,382.9143,382.9143,375.256,2/21/2019
Wekeza Maisha Fund,1187977291,3103279.65,382.8135,382.8135,375.1572,2/20/2019
Wekeza Maisha Fund,1187250946,3102199.02,382.7127,382.7127,375.0584,2/19/2019
Wekeza Maisha Fund,1186936205,3102199.02,382.6112,382.6112,374.959,2/18/2019
Wekeza Maisha Fund,1185997239,3102199.02,382.3086,382.3086,374.6624,2/15/2019
Wekeza Maisha Fund,1185464208,3101623.41,382.2077,382.2077,374.5635,2/14/2019
Wekeza Maisha Fund,1185151139,3101623.41,382.1067,382.1067,374.4646,2/13/2019
Wekeza Maisha Fund,1184827670,3101597.23,382.0057,382.0057,374.3655,2/12/2019
Wekeza Maisha Fund,1187013626,3108167.93,381.9014,381.9014,374.2634,2/11/2019
Wekeza Maisha Fund,1186071880,3108167.93,381.5984,381.5984,373.9664,2/8/2019
Wekeza Maisha Fund,1185697921,3108010.63,381.4974,381.4974,373.8674,2/7/2019
Wekeza Maisha Fund,1188237712,3115498.13,381.3957,381.3957,373.7678,2/6/2019
Wekeza Maisha Fund,1187771168,3115104.64,381.2941,381.2941,373.6683,2/5/2019
Wekeza Maisha Fund,1187429591,3115038.99,381.1925,381.1925,373.5687,2/4/2019
Wekeza Maisha Fund,1185101973,3111419.34,380.8879,380.8879,373.2701,2/1/2019
Wekeza Maisha Fund,1184785505,3111419.34,380.7862,380.7862,373.1705,1/31/2019
Wekeza Maisha Fund,1199331742,3150523.06,380.677,380.677,373.0635,1/30/2019
Wekeza Maisha Fund,1198840249,3150060.26,380.5769,380.5769,372.9654,1/29/2019
Wekeza Maisha Fund,1198189721,3149179.79,380.4768,380.4768,372.8672,1/28/2019
Wekeza Maisha Fund,1196998192,3148535.15,380.1762,380.1762,372.5727,1/25/2019
Wekeza Maisha Fund,1196662582,3148482.53,380.076,380.076,372.4745,1/24/2019
Wekeza Maisha Fund,1196346949,3148482.53,379.9757,379.9757,372.3762,1/23/2019
Wekeza Maisha Fund,1193991639,3143112.33,379.8756,379.8756,372.2781,1/22/2019
Wekeza Maisha Fund,1194054675,3144112.73,379.7748,379.7748,372.1793,1/21/2019
Wekeza Maisha Fund,1193146901,3144218.25,379.4733,379.4733,371.8838,1/18/2019
Wekeza Maisha Fund,1192680933,3143822.86,379.3728,379.3728,371.7854,1/17/2019
Wekeza Maisha Fund,1192334934,3143743.72,379.2723,379.2723,371.6869,1/16/2019
Wekeza Maisha Fund,1191524461,3142435.8,379.1723,379.1723,371.5888,1/15/2019
Wekeza Maisha Fund,1194088090,3150042.96,379.0704,379.0704,371.489,1/14/2019
Wekeza Maisha Fund,1193139126,3150042.96,378.7692,378.7692,371.1938,1/11/2019
Wekeza Maisha Fund,1193043489,3150625.66,378.6688,378.6688,371.0954,1/10/2019
Wekeza Maisha Fund,1192727360,3150625.66,378.5684,378.5684,370.997,1/9/2019
Wekeza Maisha Fund,1193024397,3152245.85,378.4681,378.4681,370.8987,1/8/2019
Wekeza Maisha Fund,1192631096,3152140.13,378.356,378.356,370.7889,1/7/2019
Wekeza Maisha Fund,1191646823,3151743.4,378.0913,378.0913,370.5295,1/4/2019
Wekeza Maisha Fund,1194995366,3161444.57,377.9903,377.9903,370.4305,1/3/2019
Wekeza Maisha Fund,1194580040,3161179.94,377.8906,377.8906,370.3327,1/2/2019
Wekeza Maisha Fund,1193824366,3160848.98,377.691,377.691,370.1372,12/31/2018
Wekeza Maisha Fund,1192878277,3160848.98,377.3917,377.3917,369.8439,12/28/2018
Wekeza Maisha Fund,1197127658,3172950.72,377.2916,377.2916,369.7458,12/27/2018
Wekeza Maisha Fund,1196182248,3172950.72,376.9936,376.9936,369.4538,12/24/2018
Wekeza Maisha Fund,1195012654,3172499.41,376.6786,376.6786,369.145,12/21/2018
Wekeza Maisha Fund,1194698978,3172499.41,376.5797,376.5797,369.0481,12/20/2018
Wekeza Maisha Fund,1194385281,3172499.41,376.4809,376.4809,368.9512,12/19/2018
Wekeza Maisha Fund,1194181562,3173163.71,376.3378,376.3378,368.8111,12/18/2018
Wekeza Maisha Fund,1193852742,3173123.84,376.2389,376.2389,368.7142,12/17/2018
Wekeza Maisha Fund,1192911152,3173123.84,375.9422,375.9422,368.4234,12/14/2018
Wekeza Maisha Fund,1192597246,3173123.84,375.8433,375.8433,368.3264,12/13/2018
Wekeza Maisha Fund,1192240325,3173009.62,375.7443,375.7443,368.2294,12/12/2018
Wekeza Maisha Fund,1193135995,3176235.45,375.6447,375.6447,368.1318,12/11/2018
Wekeza Maisha Fund,1192820758,3176235.45,375.5454,375.5454,368.0345,12/10/2018
Wekeza Maisha Fund,1191880095,3176235.45,375.2493,375.2493,367.7443,12/7/2018
Wekeza Maisha Fund,1198768883,3194948.55,375.2076,375.2076,367.7034,12/6/2018
Wekeza Maisha Fund,1198452392,3194948.55,375.1085,375.1085,367.6063,12/5/2018
Wekeza Maisha Fund,1198035879,3194681.82,375.0095,375.0095,367.5093,12/4/2018
Wekeza Maisha Fund,1197831445,3194978.35,374.9107,374.9107,367.4124,12/3/2018
Wekeza Maisha Fund,1196600620,3194230.72,374.6131,374.6131,367.1208,11/30/2018
Wekeza Maisha Fund,1198141253,3199196.42,374.5132,374.5132,367.0229,11/29/2018
Wekeza Maisha Fund,1197779335,3199076.2,374.4141,374.4141,366.9258,11/28/2018
Wekeza Maisha Fund,1208345182,3228184.31,374.3111,374.3111,366.8249,11/27/2018
Wekeza Maisha Fund,1208032598,3228184.31,374.2143,374.2143,366.73,11/26/2018
Wekeza Maisha Fund,1207433637,3229096.79,373.923,373.923,366.4446,11/23/2018
Wekeza Maisha Fund,1207120248,3229096.79,373.826,373.826,366.3495,11/22/2018
Wekeza Maisha Fund,1206807010,3229096.79,373.729,373.729,366.2544,11/21/2018
Wekeza Maisha Fund,1209484778,3237917.89,373.5378,373.5378,366.0671,11/19/2018
Wekeza Maisha Fund,1208544606,3237917.89,373.2475,373.2475,365.7825,11/16/2018
Wekeza Maisha Fund,1208231203,3237917.89,373.1507,373.1507,365.6876,11/15/2018
Wekeza Maisha Fund,1207827778,3237677.8,373.0537,373.0537,365.5927,11/14/2018
Wekeza Maisha Fund,1213664325,3237677.8,374.8564,374.8564,367.3593,11/13/2018
Wekeza Maisha Fund,1215009654,3242106.52,374.7593,374.7593,367.2641,11/12/2018
Wekeza Maisha Fund,1214009685,3241171.84,374.5589,374.5589,367.0677,11/9/2018
Wekeza Maisha Fund,1213600605,3240904.73,374.4635,374.4635,374.4635,11/8/2018
Wekeza Maisha Fund,1213291554,3240904.73,374.3682,374.3682,366.8808,11/7/2018
Wekeza Maisha Fund,1215120984,3247456.88,374.1762,374.1762,366.6926,11/5/2018
Wekeza Maisha Fund,1214194033,3247456.88,373.8907,373.8907,366.4129,11/2/2018
Wekeza Maisha Fund,1213789673,3247202.65,373.7955,373.7955,366.3196,11/1/2018
Wekeza Maisha Fund,1213339288,3246828.02,373.6999,373.6999,366.2259,10/31/2018
Wekeza Maisha Fund,1218548425,3261621.17,373.6021,373.6021,366.13,10/30/2018
Wekeza Maisha Fund,1218061889,3261147.82,373.5071,373.5071,366.037,10/29/2018
Wekeza Maisha Fund,1217131681,3261147.82,373.2219,373.2219,365.7574,10/26/2018
Wekeza Maisha Fund,1216735248,3260920.7,373.1263,373.1263,365.6638,10/25/2018
Wekeza Maisha Fund,1216423788,3260920.7,373.0308,373.0308,365.5702,10/24/2018
Wekeza Maisha Fund,1216112307,3260920.7,372.9353,372.9353,365.4766,10/23/2018
Wekeza Maisha Fund,1224538697,3284390.57,372.8359,372.8359,365.3792,10/22/2018
Wekeza Maisha Fund,1220607071,3276335.96,372.5525,372.5525,365.1014,10/19/2018
Wekeza Maisha Fund,1220235546,3276174.86,372.4574,372.4574,365.0082,10/18/2018
Wekeza Maisha Fund,1223458710,3285748.73,372.3531,372.3531,364.906,10/17/2018
