Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Date Valued
Bond Fund,1.76253E+11,1560258198,112.9641,112.9641,112.9641,3/25/2022
Bond Fund,1.75042E+11,1550011681,112.9295,112.9295,112.9295,3/24/2022
Bond Fund,1.73928E+11,1546987325,112.4303,112.4303,112.4303,3/23/2022
Bond Fund,1.73328E+11,1542131718,112.3951,112.3951,112.3951,3/22/2022
Bond Fund,1.78062E+11,1584808101,112.3555,112.3555,112.3555,3/21/2022
Bond Fund,1.76871E+11,1575644378,112.253,112.253,112.253,3/18/2022
Bond Fund,1.75799E+11,1566577636,112.2185,112.2185,112.2185,3/17/2022
Bond Fund,1.75287E+11,1562483373,112.1851,112.1851,112.1851,3/16/2022
Bond Fund,1.74814E+11,1558727044,112.1516,112.1516,112.1516,3/15/2022
Bond Fund,1.73694E+11,1549200835,112.1181,112.1181,112.1181,3/14/2022
Bond Fund,1.71933E+11,1534878000,112.0175,112.0175,112.0175,3/11/2022
Bond Fund,1.77973E+11,1595079762,111.5762,111.5762,111.5762,3/10/2022
Bond Fund,1.78053E+11,1596283864,111.5422,111.5422,111.5422,3/9/2022
Bond Fund,1.76645E+11,1584132170,111.509,111.509,111.509,3/8/2022
Bond Fund,1.75847E+11,1577445302,111.4755,111.4755,111.4755,3/7/2022
Bond Fund,1.75336E+11,1574288289,111.3746,111.3746,111.3746,3/4/2022
Bond Fund,1.74583E+11,1567976674,111.3428,111.3428,111.3428,3/3/2022
Bond Fund,1.73439E+11,1558191948,111.308,111.308,111.308,3/2/2022
Bond Fund,1.71785E+11,1543807721,111.2735,111.2735,111.2735,3/1/2022
Bond Fund,1.71852E+11,1532373204,112.1478,112.1478,112.1478,2/28/2022
Bond Fund,1.70937E+11,1525616364,112.0448,112.0448,112.0448,2/25/2022
Bond Fund,1.70087E+11,1518489614,112.0108,112.0108,112.0108,2/24/2022
Bond Fund,1.68825E+11,1513745046,111.5283,111.5283,111.5283,2/23/2022
Bond Fund,1.68096E+11,1507674609,111.4937,111.4937,111.4937,2/22/2022
Bond Fund,1.67056E+11,1498816979,111.4583,111.4583,111.4583,2/21/2022
Bond Fund,1.6615E+11,1492091860,111.3534,111.3534,111.3534,2/18/2022
Bond Fund,1.65644E+11,1488002012,111.3196,111.3196,111.3196,2/17/2022
Bond Fund,1.65234E+11,1484773361,111.2856,111.2856,111.2856,2/16/2022
Bond Fund,1.63038E+11,1465485394,111.2518,111.2518,111.2518,2/15/2022
Bond Fund,1.62541E+11,1461469271,111.2172,111.2172,111.2172,2/14/2022
Bond Fund,1.62098E+11,1458803391,111.1168,111.1168,111.1168,2/11/2022
Bond Fund,1.61316E+11,1452219394,111.0826,111.0826,111.0826,2/10/2022
Bond Fund,1.60792E+11,1447948241,111.0482,111.0482,111.0482,2/9/2022
Bond Fund,1.60033E+11,1441555612,111.0138,111.0138,111.0138,2/8/2022
Bond Fund,1.5993E+11,1441085944,110.9788,110.9788,110.9788,2/7/2022
Bond Fund,1.58603E+11,1430461415,110.8752,110.8752,110.8752,2/4/2022
Bond Fund,1.57188E+11,1418148252,110.8405,110.8405,110.8405,2/3/2022
Bond Fund,1.55227E+11,1400880125,110.8065,110.8065,110.8065,2/2/2022
Bond Fund,1.54191E+11,1391968319,110.7716,110.7716,110.7716,2/1/2022
Bond Fund,1.54855E+11,1385937723,111.7333,111.7333,111.7333,1/31/2022
Bond Fund,1.53964E+11,1379257318,111.628,111.628,111.628,1/28/2022
Bond Fund,1.53275E+11,1373519888,111.5929,111.5929,111.5929,1/27/2022
Bond Fund,1.52591E+11,1367824370,111.5573,111.5573,111.5573,1/26/2022
Bond Fund,1.52134E+11,1364163235,111.522,111.522,111.522,1/25/2022
