Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Date Valued
Jikimu Fund,21875636947,173712433,125.9302,125.9302,123.4116,9/19/2017
Jikimu Fund,21875636947,173712433,125.9302,125.9302,123.4116,9/19/2017
Jikimu Fund,21880749109,173801186,125.8953,125.8953,123.3774,9/18/2017
Jikimu Fund,21880749109,173801186,125.8953,125.8953,123.3774,9/18/2017
Jikimu Fund,21862152878,173797695.3,125.7908,125.7908,123.275,9/15/2017
Jikimu Fund,21862152878,173797695.3,125.7908,125.7908,123.275,9/15/2017
Jikimu Fund,21840263388,173671771.7,125.756,125.756,123.2409,9/14/2017
Jikimu Fund,21840263388,173671771.7,125.756,125.756,123.2409,9/14/2017
Jikimu Fund,21986737576,173666545.1,126.6032,126.6032,124.0711,9/13/2017
Jikimu Fund,21986737576,173666545.1,126.6032,126.6032,124.0711,9/13/2017
Jikimu Fund,21993828165,173665675.6,126.6446,126.6446,124.1118,9/12/2017
Jikimu Fund,21993828165,173665675.6,126.6446,126.6446,124.1118,9/12/2017
Jikimu Fund,21973182106,173552412.2,126.6083,126.6083,124.0762,9/11/2017
Jikimu Fund,21973182106,173552412.2,126.6083,126.6083,124.0762,9/11/2017
Jikimu Fund,22019833233,174071094.8,126.4994,126.4994,123.9695,9/8/2017
Jikimu Fund,22019833233,174071094.8,126.4994,126.4994,123.9695,9/8/2017
Jikimu Fund,21983159271,173847249,126.451,126.451,123.922,9/7/2017
Jikimu Fund,21983159271,173847249,126.451,126.451,123.922,9/7/2017
Jikimu Fund,21848526442,172831941.1,126.4149,126.4149,123.8866,9/6/2017
Jikimu Fund,21848526442,172831941.1,126.4149,126.4149,123.8866,9/6/2017
Jikimu Fund,21784391517,172374095.2,126.3786,126.3786,123.851,9/5/2017
Jikimu Fund,21784391517,172374095.2,126.3786,126.3786,123.851,9/5/2017
Jikimu Fund,21852819499,172966431,126.3414,126.3414,123.8146,9/4/2017
Jikimu Fund,21852819499,172966431,126.3414,126.3414,123.8146,9/4/2017
Jikimu Fund,21825742215,172950582.7,126.1964,126.1964,123.6725,8/31/2017
Jikimu Fund,21825742215,172950582.7,126.1964,126.1964,123.6725,8/31/2017
Jikimu Fund,21810204013,172877261.9,126.1601,126.1601,123.6368,8/30/2017
Jikimu Fund,21810204013,172877261.9,126.1601,126.1601,123.6368,8/30/2017
Jikimu Fund,21780855693,172859405.2,126.0033,126.0033,123.4832,8/29/2017
Jikimu Fund,21780855693,172859405.2,126.0033,126.0033,123.4832,8/29/2017
Jikimu Fund,21740648503,172858131.9,125.7716,125.7716,123.2562,8/28/2017
Jikimu Fund,21740648503,172858131.9,125.7716,125.7716,123.2562,8/28/2017
Jikimu Fund,21807249713,173538581.9,125.6623,125.6623,123.149,8/25/2017
Jikimu Fund,21807249713,173538581.9,125.6623,125.6623,123.149,8/25/2017
Jikimu Fund,21798754455,173521068.7,125.626,125.626,123.1135,8/24/2017
Jikimu Fund,21798754455,173521068.7,125.626,125.626,123.1135,8/24/2017
Jikimu Fund,21786439259,173473294,125.5896,125.5896,123.0778,8/23/2017
Jikimu Fund,21786439259,173473294,125.5896,125.5896,123.0778,8/23/2017
Jikimu Fund,21920312033,175066545.4,125.2113,125.2113,122.7071,8/18/2017
Jikimu Fund,21920312033,175066545.4,125.2113,125.2113,122.7071,8/18/2017
Jikimu Fund,21896274905,174923825,125.1761,125.1761,122.6725,8/17/2017
Jikimu Fund,21896274905,174923825,125.1761,125.1761,122.6725,8/17/2017
Jikimu Fund,21892496315,174921388.1,125.1562,125.1562,122.6531,8/16/2017
Jikimu Fund,21892496315,174921388.1,125.1562,125.1562,122.6531,8/16/2017
Jikimu Fund,22024175016,176024282.1,125.1201,125.1201,122.6177,8/15/2017
Jikimu Fund,22024175016,176024282.1,125.1201,125.1201,122.6177,8/15/2017
Jikimu Fund,21954488122,176008248.2,124.7356,124.7356,122.2409,8/14/2017
Jikimu Fund,21954488122,176008248.2,124.7356,124.7356,122.2409,8/14/2017
Jikimu Fund,21935382200,176007445.8,124.6276,124.6276,122.135,8/11/2017
Jikimu Fund,21935382200,176007445.8,124.6276,124.6276,122.135,8/11/2017
Jikimu Fund,21943846288,176127132.6,124.5909,124.5909,122.0991,8/10/2017
Jikimu Fund,21943846288,176127132.6,124.5909,124.5909,122.0991,8/10/2017
Jikimu Fund,21875346349,176090104.5,124.2281,124.2281,121.7436,8/9/2017
Jikimu Fund,21875346349,176090104.5,124.2281,124.2281,121.7436,8/9/2017
Jikimu Fund,21859241046,176064333,124.1549,124.1549,121.6718,8/7/2017
Jikimu Fund,21859241046,176064333,124.1549,124.1549,121.6718,8/7/2017
Jikimu Fund,22015477129,176970515.8,124.4019,124.4019,121.9139,8/4/2017
Jikimu Fund,22015477129,176970515.8,124.4019,124.4019,121.9139,8/4/2017
Jikimu Fund,21896140566,176062956.3,124.3654,124.3654,121.8781,8/3/2017
Jikimu Fund,21896140566,176062956.3,124.3654,124.3654,121.8781,8/3/2017
Jikimu Fund,21864670860,175872719.2,124.321,124.321,121.8346,8/2/2017
Jikimu Fund,21864670860,175872719.2,124.321,124.321,121.8346,8/2/2017
Jikimu Fund,22125544984,178023439.4,124.2844,124.2844,121.7988,8/1/2017
Jikimu Fund,22125544984,178023439.4,124.2844,124.2844,121.7988,8/1/2017
Jikimu Fund,22112488809,177962514.7,124.2536,124.2536,121.7686,7/31/2017
Jikimu Fund,22112488809,177962514.7,124.2536,124.2536,121.7686,7/31/2017
Jikimu Fund,22092850730,177958487.2,124.1461,124.1461,121.6632,7/28/2017
Jikimu Fund,22092850730,177958487.2,124.1461,124.1461,121.6632,7/28/2017
Jikimu Fund,22068859627,177816649.8,124.1102,124.1102,121.628,7/27/2017
Jikimu Fund,22068859627,177816649.8,124.1102,124.1102,121.628,7/27/2017
Jikimu Fund,22061471747,177808586.6,124.0743,124.0743,121.5928,7/26/2017
Jikimu Fund,22061471747,177808586.6,124.0743,124.0743,121.5928,7/26/2017
Jikimu Fund,22050858679,177781569.9,124.0334,124.0334,121.5528,7/25/2017
Jikimu Fund,22050858679,177781569.9,124.0334,124.0334,121.5528,7/25/2017
Jikimu Fund,22094569157,178208303.6,123.9817,123.9817,121.5021,7/24/2017
Jikimu Fund,22094569157,178208303.6,123.9817,123.9817,121.5021,7/24/2017
Jikimu Fund,22038864153,177914080.7,123.8736,123.8736,121.3962,7/21/2017
Jikimu Fund,22038864153,177914080.7,123.8736,123.8736,121.3962,7/21/2017
Jikimu Fund,21979895850,177510239.2,123.8233,123.8233,121.3468,7/20/2017
Jikimu Fund,21979895850,177510239.2,123.8233,123.8233,121.3468,7/20/2017
