Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Date Valued
Umoja Fund,2.11114E+11,397368989.3,531.279,531.279,525.9663,10/27/2017
Umoja Fund,2.11138E+11,397500532.5,531.164,531.164,525.8524,10/26/2017
Umoja Fund,2.11138E+11,397500532.5,531.164,531.164,525.8524,10/26/2017
Umoja Fund,2.11091E+11,397499075.6,531.049,531.049,525.7385,10/25/2017
Umoja Fund,2.11091E+11,397499075.6,531.049,531.049,525.7385,10/25/2017
Umoja Fund,2.11E+11,397413872.3,530.9337,530.9337,525.6244,10/24/2017
Umoja Fund,2.11E+11,397413872.3,530.9337,530.9337,525.6244,10/24/2017
Umoja Fund,2.10953E+11,397410087.6,530.8187,530.8187,525.5105,10/23/2017
Umoja Fund,2.10953E+11,397410087.6,530.8187,530.8187,525.5105,10/23/2017
Umoja Fund,2.10902E+11,397574180.2,530.4732,530.4732,525.1684,10/20/2017
Umoja Fund,2.10902E+11,397574180.2,530.4732,530.4732,525.1684,10/20/2017
Umoja Fund,2.10837E+11,397539460.5,530.3557,530.3557,525.0522,10/19/2017
Umoja Fund,2.10837E+11,397539460.5,530.3557,530.3557,525.0522,10/19/2017
Umoja Fund,2.10792E+11,397515474.8,530.2736,530.2736,524.9709,10/18/2017
Umoja Fund,2.10792E+11,397515474.8,530.2736,530.2736,524.9709,10/18/2017
Umoja Fund,2.1077E+11,397560026.6,530.158,530.158,524.8564,10/17/2017
Umoja Fund,2.1077E+11,397560026.6,530.158,530.158,524.8564,10/17/2017
Umoja Fund,2.10953E+11,398351634.1,529.5648,529.5648,524.2692,10/16/2017
Umoja Fund,2.10953E+11,398351634.1,529.5648,529.5648,524.2692,10/16/2017
Umoja Fund,2.09597E+11,398324579.5,526.1958,526.1958,520.9338,10/13/2017
Umoja Fund,2.09597E+11,398324579.5,526.1958,526.1958,520.9338,10/13/2017
Umoja Fund,2.09534E+11,398291728.3,526.0807,526.0807,520.8199,10/12/2017
Umoja Fund,2.09534E+11,398291728.3,526.0807,526.0807,520.8199,10/12/2017
Umoja Fund,2.09267E+11,398286510.9,525.4188,525.4188,520.1647,10/11/2017
Umoja Fund,2.09267E+11,398286510.9,525.4188,525.4188,520.1647,10/11/2017
Umoja Fund,2.09195E+11,398819216.2,524.5359,524.5359,519.2905,10/10/2017
Umoja Fund,2.09195E+11,398819216.2,524.5359,524.5359,519.2905,10/10/2017
Umoja Fund,2.09157E+11,398832893.1,524.4237,524.4237,519.1795,10/9/2017
Umoja Fund,2.09157E+11,398832893.1,524.4237,524.4237,519.1795,10/9/2017
Umoja Fund,2.09004E+11,398799298.4,524.0835,524.0835,518.8426,10/6/2017
Umoja Fund,2.09004E+11,398799298.4,524.0835,524.0835,518.8426,10/6/2017
Umoja Fund,2.08953E+11,398789823,523.9681,523.9681,518.7285,10/5/2017
Umoja Fund,2.08953E+11,398789823,523.9681,523.9681,518.7285,10/5/2017
Umoja Fund,2.08735E+11,398735260.5,523.4925,523.4925,518.2576,10/4/2017
Umoja Fund,2.08735E+11,398735260.5,523.4925,523.4925,518.2576,10/4/2017
Umoja Fund,2.07354E+11,398981583.2,519.7078,519.7078,514.5107,10/3/2017
Umoja Fund,2.07354E+11,398981583.2,519.7078,519.7078,514.5107,10/3/2017
Umoja Fund,2.07312E+11,398989448.8,519.5928,519.5928,514.3969,10/2/2017
Umoja Fund,2.07312E+11,398989448.8,519.5928,519.5928,514.3969,10/2/2017
Umoja Fund,2.07175E+11,398989448.8,519.2497,519.2497,514.0572,9/29/2017
Umoja Fund,2.07175E+11,398989448.8,519.2497,519.2497,514.0572,9/29/2017
Umoja Fund,2.07227E+11,399177429.1,519.1356,519.1356,513.9443,9/28/2017
Umoja Fund,2.07227E+11,399177429.1,519.1356,519.1356,513.9443,9/28/2017
Umoja Fund,2.07495E+11,399193809.1,519.7847,519.7847,514.5868,9/27/2017
Umoja Fund,2.07445E+11,399185255.2,519.6704,519.6704,514.4737,9/26/2017
Umoja Fund,2.07445E+11,399185255.2,519.6704,519.6704,514.4737,9/26/2017
Umoja Fund,2.07076E+11,399170234.3,518.7656,518.7656,513.578,9/25/2017
Umoja Fund,2.07076E+11,399170234.3,518.7656,518.7656,513.578,9/25/2017
Umoja Fund,2.07206E+11,399166450.1,519.0955,519.0955,513.9046,9/22/2017
Umoja Fund,2.07206E+11,399166450.1,519.0955,519.0955,513.9046,9/22/2017
Umoja Fund,2.07202E+11,399248189.5,518.9808,518.9808,513.791,9/21/2017
Umoja Fund,2.07202E+11,399248189.5,518.9808,518.9808,513.791,9/21/2017
Umoja Fund,2.07129E+11,399194559.3,518.8663,518.8663,513.6776,9/20/2017
Umoja Fund,2.07129E+11,399194559.3,518.8663,518.8663,513.6776,9/20/2017
Umoja Fund,2.06773E+11,399189878.6,517.982,517.982,512.8021,9/19/2017
Umoja Fund,2.06773E+11,399189878.6,517.982,517.982,512.8021,9/19/2017
Umoja Fund,2.07167E+11,400042357.6,517.8617,517.8617,512.6831,9/18/2017
Umoja Fund,2.07167E+11,400042357.6,517.8617,517.8617,512.6831,9/18/2017
Umoja Fund,2.07027E+11,400034174.8,517.5245,517.5245,512.3493,9/15/2017
Umoja Fund,2.07027E+11,400034174.8,517.5245,517.5245,512.3493,9/15/2017
Umoja Fund,2.0698E+11,400030100.9,517.4122,517.4122,512.2381,9/14/2017
Umoja Fund,2.0698E+11,400030100.9,517.4122,517.4122,512.2381,9/14/2017
Umoja Fund,2.09391E+11,400165125.5,523.2627,523.2627,518.0301,9/13/2017
Umoja Fund,2.09391E+11,400165125.5,523.2627,523.2627,518.0301,9/13/2017
Umoja Fund,2.09397E+11,400152886.5,523.2928,523.2928,518.0599,9/12/2017
Umoja Fund,2.09397E+11,400152886.5,523.2928,523.2928,518.0599,9/12/2017
Umoja Fund,2.09347E+11,400144010.4,523.1794,523.1794,517.9476,9/11/2017
Umoja Fund,2.09347E+11,400144010.4,523.1794,523.1794,517.9476,9/11/2017
Umoja Fund,2.09207E+11,400136429.6,522.8391,522.8391,517.6107,9/8/2017
Umoja Fund,2.09207E+11,400136429.6,522.8391,522.8391,517.6107,9/8/2017
Umoja Fund,2.09229E+11,400264656.8,522.7254,522.7254,517.4982,9/7/2017
Umoja Fund,2.09229E+11,400264656.8,522.7254,522.7254,517.4982,9/7/2017
Umoja Fund,2.09153E+11,400205805.2,522.6126,522.6126,517.3865,9/6/2017
Umoja Fund,2.09153E+11,400205805.2,522.6126,522.6126,517.3865,9/6/2017
Umoja Fund,2.09068E+11,400131768.2,522.4984,522.4984,517.2734,9/5/2017
Umoja Fund,2.09068E+11,400131768.2,522.4984,522.4984,517.2734,9/5/2017
Umoja Fund,2.09132E+11,400529482.4,522.1389,522.1389,516.9175,9/4/2017
Umoja Fund,2.09132E+11,400529482.4,522.1389,522.1389,516.9175,9/4/2017
Umoja Fund,2.08955E+11,400522593.2,521.705,521.705,516.488,8/31/2017
Umoja Fund,2.08955E+11,400522593.2,521.705,521.705,516.488,8/31/2017
Umoja Fund,2.08908E+11,400515153.2,521.597,521.597,516.381,8/30/2017
Umoja Fund,2.08908E+11,400515153.2,521.597,521.597,516.381,8/30/2017
Umoja Fund,2.08696E+11,400482917.6,521.1118,521.1118,515.9007,8/29/2017
Umoja Fund,2.08696E+11,400482917.6,521.1118,521.1118,515.9007,8/29/2017
